name,brand,os,cpu_brand,cpu_name,cpu_type,cpu_cores,cpu_threads,gpu_brand,gpu_name,gpu_vram,ram_capacity,ram_ddr_type,hdd,ssd,screen_size,aspect_ratio_category,screen_res,ppi,touchscreen,spec_score,user_rating,price
lenovo v130 81hqa004ih laptop (7th gen core i3/ 4gb/ 1tb/ freedos),lenovo,windows,intel,core i3 7020u,u,2,4,NULL,NULL,NULL,4,ddr4,1024,0,14,Widescreen (16:10),SD,111.94,0,39,4.35,68999
lenovo yoga 520 (81c800qlin) laptop (8th gen core i5/ 8gb/ 1tb/ win10 home/ 2gb graph),lenovo,windows,intel,core i5 8250u,u,4,8,nvidia,geforce 940mx,2,8,ddr4,1024,0,14,Widescreen (16:10),HD+,157.35,1,61,4.75,59900
lenovo thinkpad e490 (20n8s0jc00) laptop (8th gen core i5/ 8gb/ 1tb 128gb ssd/ freedos),lenovo,windows,intel,core i5 8265u,u,4,8,intel,integrated,0,8,ddr4,1024,128,14,Widescreen (16:10),SD,111.94,0,53,4.35,67500
lenovo v145 (81mt001bih) laptop (amd dual core a4/ 4gb/ 1tb/ freedos),lenovo,windows,amd,a4-9125,NULL,2,NULL,amd,integrated,0,4,ddr4,1024,0,15.6,Widescreen (16:10),SD,100.45,0,41,4.65,17777
lenovo ideapad 330 (81de02w8in) laptop (7th gen core i3/ 4gb/ 1tb 128gb ssd/ win10 home/ 2gb graph),lenovo,windows,intel,core i3 7020u,u,2,4,nvidia,geforce mx150,2,4,ddr4,1024,128,15.6,Widescreen (16:10),HD+,141.21,0,55,4.3,25935
lenovo thinkpad x390 laptop (8th gen core i7/ 16gb/ 512gb ssd/ win10),lenovo,windows,intel,core i7 8550u,u,4,8,intel,integrated,0,16,ddr4,0,512,13.3,Widescreen (16:10),HD+,165.63,0,57,4.25,157900
lenovo v110-14ast (80tca011ih) laptop (amd dual core a6/ 4gb/ 1tb/ freedos),lenovo,windows,amd,a6-9220,NULL,2,NULL,amd,integrated,0,4,ddr4,1024,0,14,Widescreen (16:10),SD,111.94,0,43,4.25,22000
lenovo thinkpad l390 yoga laptop (8th gen ci7/ 16gb /512gb ssd/ win10 pro),lenovo,windows,intel,core i7,NULL,4,8,NULL,NULL,NULL,16,ddr4,0,512,13.3,Widescreen (16:10),HD+,165.63,1,70,4.05,79999
lenovo v110-15isk (80tl00x9ih) laptop (celeron dual core/ 4gb/ 1tb/ freedos),lenovo,windows,intel,celeron 3855u,u,2,NULL,NULL,NULL,NULL,4,ddr4,1024,0,15.6,Widescreen (16:10),SD,100.45,0,37,4.35,20500
lenovo yangtian v110 laptop (intel celeron n3350 /4gb/ 500gb/ win10),lenovo,windows,intel,celeron dual core n3350,NULL,2,2,intel,integrated,0,4,NULL,500,0,14.1,Widescreen (16:10),SD,111.14,0,35,4.2,27875
lenovo thinkpad l380 (20m5s05800) laptop (8th gen ci5/ 8gb/ 256gb ssd/ freedos),lenovo,windows,intel,core i5 8250u,u,4,8,intel,integrated,0,8,ddr4,0,256,13.3,Widescreen (16:10),SD,117.83,0,53,4.3,69990
lenovo ideapad d330 laptop (intel celeron n4100/ 4gb/ 128gb ssd/ win10),lenovo,windows,intel,celeron n4100,NULL,4,NULL,intel,integrated,0,4,ddr4,0,128,10.1,Widescreen (16:10),SD,142.79,1,44,4.05,29990
lenovo ideapad 130-14ikb (81h6000ein) laptop (8th gen ci5/ 4gb/ 1tb/ win10 home),lenovo,windows,intel,core i5 8250u,u,4,8,intel,integrated,0,4,ddr4,1024,0,14,Widescreen (16:10),SD,111.94,0,48,4.3,35990
lenovo thinkpad t480 (20l5s08m00) laptop (8th gen ci7/ 16gb/ 512gb ssd/ win10 pro),lenovo,windows,intel,core i7-8550u,u,4,8,nvidia,geforce mx150,2,16,ddr4,0,512,14,Widescreen (16:10),HD+,157.35,0,54,4.05,157490
lenovo ideapad 330 (81de0048in) laptop (8th gen ci5/ 8gb/ 2tb/ freedos/ 2gb graph),lenovo,windows,intel,core i5,NULL,4,8,amd,integrated,2,8,ddr4,2048,0,15.6,Widescreen (16:10),HD+,141.21,0,41,3.05,46000
lenovo ideapad 320 (80xv00ydin) laptop (7th gen apu dual core a9/ 8gb/ 1tb/ freedos/ 2gb graph),lenovo,windows,amd,apu dual core a9-9420,NULL,2,NULL,amd,integrated,2,8,ddr4,1024,0,15.6,Widescreen (16:10),SD,100.45,0,46,3,30000
lenovo thinkpad l470 (20j5s3pe00) laptop (7th gen ci5/ 16gb/ 256gb ssd/ win10 pro),lenovo,windows,intel,core i5-7200u,u,NULL,NULL,NULL,NULL,NULL,16,ddr4,0,256,14,Widescreen (16:10),SD,111.94,0,42,4.7,72490
lenovo ideapad 700 (80ru00feus) gaming laptop (6th gen ci5/ 12gb/ 256gb ssd/ win10/ 4gb graph),lenovo,windows,intel,core i5-6300hq,hq,NULL,NULL,nvidia,geforce gtx 950m,4,12,ddr4,0,256,15.6,Widescreen (16:10),HD+,141.21,0,51,3.9,271393
lenovo miix 320 (80xf00dbin) laptop (atom x5-z8350/ 2gb/ 32gb/ win10),lenovo,windows,intel,atom quad core x5-z8350,NULL,4,NULL,intel,integrated,0,2,ddr3,0,32,10.1,Widescreen (16:10),SD,181.76,1,29,4.6,6244
lenovo ideapad 320 (80xv00p7in) laptop (amd a6/ 4gb/ 1tb/ win10),lenovo,windows,amd,a6-9220 processor,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,42,3.5,25000
lenovo e41-15 (80u6) laptop (amd a6/ 4gb/ 500gb/ win10 pro),lenovo,windows,amd,a6-7310,NULL,4,NULL,NULL,NULL,NULL,4,NULL,500,0,14,NULL,NULL,NULL,0,21,4.35,29499
lenovo thinkpad t470 (20hes44l00) laptop (7th gen ci5/ 8gb/ 512gb ssd/ win10 pro),lenovo,windows,intel,core i5 7200u,u,2,4,NULL,NULL,NULL,8,ddr3,0,512,14,Widescreen (16:10),SD,111.94,0,53,3.25,120100
lenovo thinkpad t470 (20hea02big) laptop (7th gen ci5/ 8gb/ 1tb/ win10),lenovo,windows,intel,core i5-7200u,u,NULL,NULL,NULL,NULL,NULL,8,ddr4,1024,0,14,Widescreen (16:10),SD,111.94,0,43,4.6,94000
lenovo v310-14isk (80sx0081ih) laptop (6th gen ci3/ 4gb/ 1tb/ free dos),lenovo,windows,intel,core i3 6100u,u,2,4,intel,integrated,0,4,ddr3,1024,0,14,Widescreen (16:10),SD,111.94,0,39,3,31990
lenovo thinkpad e470 (20h1a017ig) laptop (7th gen ci7/ 8gb/ 1tb/ win10/ 2gb graph),lenovo,windows,intel,core i7 7500u,u,2,4,nvidia,geforce 940mx,2,8,ddr4,1024,0,14,Widescreen (16:10),SD,111.94,0,51,4,68000
lenovo z51-70 (80k600vvin) laptop (5th gen ci7/ 8gb/ 1tb/ win10/ 4gb graph),lenovo,windows,intel,core i7 5500u,u,NULL,NULL,NULL,NULL,NULL,8,ddr3,1024,0,15.6,Widescreen (16:10),HD+,141.21,0,44,4.25,40244
lenovo g50-80 (80e5021ein) notebook (5th gen ci5/ 4gb/ 500gb/ freedos),lenovo,windows,intel,core i5 5200u,u,2,4,NULL,NULL,NULL,4,ddr3,500,0,15.6,Widescreen (16:10),SD,100.45,0,43,3.75,42990
lenovo thinkpad l440 notebook (4th gen ci3/ 4gb/ 500gb/ win8 pro),lenovo,windows,intel,core i3 4000m,m,NULL,NULL,intel,integrated,0,4,ddr3,500,0,14.22,Widescreen (16:10),SD,110.2,0,37,4.5,44945
lenovo b40-30 notebook (1st gen pqc/ 4gb/ 500gb/ win8.1) (59-436067),lenovo,windows,intel,pentium n3540,NULL,4,NULL,intel,integrated,0,4,ddr3,500,0,14,Widescreen (16:10),SD,111.94,0,44,3.55,24390
lenovo e49 laptop (3rd gen core i3/ 2gb / 320gb/ win 7),lenovo,windows,intel,core i3,NULL,2,4,NULL,NULL,NULL,2,NULL,320,0,14.1,Widescreen (16:10),SD,111.14,0,26,4.25,34500
lenovo ideapad flex 10 (59-420157) netbook (4th gen cdc/ 2gb/ 500gb/ win8/ touch),lenovo,windows,intel,celeron dual core n2805,NULL,2,NULL,intel,integrated,0,2,ddr3,500,0,10.1,Widescreen (16:10),SD,155.16,1,41,3.5,13990
lenovo essential g500s (59-383016) laptop (3rd gen ci3/ 4gb/ 500gb/ win8/ 2gb graph),lenovo,windows,intel,core i3 3110m,m,2,4,NULL,NULL,NULL,4,ddr3,500,0,15.6,Widescreen (16:10),SD,100.45,0,41,3.65,28990
lenovo ideapad z570 (59-315960) laptop (2nd gen ci5/ 4gb/ 750gb/ dos/ 2gb graph),lenovo,windows,intel,core i5 2430m,m,2,4,nvidia,geforce gt 540m,2,4,ddr3,750,0,15.6,Widescreen (16:10),SD,100.45,0,44,4.1,47988
lenovo essential b490 (59-369345) laptop (2nd gen pdc/ 2gb/ 500gb/ dos),lenovo,windows,intel,pentium dual core b960,NULL,2,NULL,intel,integrated,0,2,ddr3,500,0,14,Widescreen (16:10),SD,111.94,0,29,4.46,24499
lenovo essential g570 (59-325498) laptop (2nd gen pdc/ 2gb/ 500gb/ win7 hb),lenovo,windows,intel,pentium dual core b940,NULL,2,NULL,intel,integrated,0,2,ddr3,500,0,15.6,Widescreen (16:10),SD,100.45,0,37,3.65,32376
lenovo ideapad s405 (59-348194) laptop (apu quad core a8/ 4gb/ 500gb/ win8/ 1gb graph),lenovo,windows,amd,apu quad core 4555m,m,4,NULL,amd,integrated,1,4,ddr3,500,0,14,NULL,NULL,NULL,0,41,4.2,32800
lenovo essential g510 (59-398452) laptop (4th gen ci5/ 4gb/ 500gb/ win8/ 2gb graph),lenovo,windows,intel,core i5 4200m,m,NULL,NULL,NULL,NULL,NULL,4,ddr3,500,0,15.6,Widescreen (16:10),SD,100.45,0,41,3.6,41111
lenovo essential g500s (59-388254) laptop (3rd gen ci5/ 8gb/ 1tb/ dos/ 2gb graph),lenovo,windows,intel,core i5 3230m,m,NULL,NULL,nvidia,geforce gt 720m,2,8,ddr3,1024,0,15.6,Widescreen (16:10),SD,100.45,0,43,5,45000
lenovo ideapad s215 (59-379393) netbook (apu dual core/ 2gb/ 500gb/ dos),lenovo,windows,amd,apu dual core e1-2100,NULL,2,NULL,NULL,NULL,NULL,2,ddr3,500,0,11.6,Widescreen (16:10),SD,135.09,0,34,3.8899999999999997,22079
lenovo essential g580 (59-358263) laptop (3rd gen ci5/ 4gb/ 500gb/ dos),lenovo,windows,intel,core i5 3230m,m,NULL,NULL,intel,integrated,0,4,ddr3,500,0,15.6,Widescreen (16:10),SD,100.45,0,37,4.5,38500
lenovo ideapad u410 (59-341061) ultrabook (2nd gen ci3/ 4gb/ 500gb 24gb ssd/ win7 hb/ 1gb graph),lenovo,windows,intel,core i3 2365,NULL,NULL,NULL,nvidia,integrated,1,4,ddr3,500,24,14,NULL,NULL,NULL,0,38,3,40000
lenovo ideapad u310 (59-341069) ultrabook (3rd gen ci3/ 4gb/ 500gb 24gb ssd/ win7 hb),lenovo,windows,intel,core i3 2365,NULL,NULL,NULL,NULL,NULL,NULL,4,ddr3,500,24,13.3,NULL,NULL,NULL,0,34,4.38,36900
lenovo essential g570 (59-318762) laptop (2nd gen ci3/ 4gb/ 500gb/ win7 hb/ 1gb graph),lenovo,windows,intel,core i3 2350m,m,NULL,NULL,amd,integrated,1,4,ddr3,500,0,15.6,Widescreen (16:10),SD,100.45,0,36,4.7,40766
lenovo thinkpad x230 (2325-3vq) laptop (3rd gen ci5/ 4gb/ 500gb/ win7 pro),lenovo,windows,intel,core i5 3210m,m,NULL,NULL,intel,integrated,0,4,ddr3,500,0,12.5,Widescreen (16:10),SD,125.37,0,42,4.390000000000001,74500
lenovo ideapad y500 (59-379647) laptop (3rd gen ci7/ 8gb/ 1tb/ win8/ 2gb graph),lenovo,windows,intel,core i7 3632qm,qm,NULL,NULL,nvidia,integrated,2,8,ddr3,1024,0,15.6,Widescreen (16:10),SD,100.45,0,47,4.75,59240
lenovo ideapad slim 3i gen 8 82x700c7in laptop (13th gen core i3/ 8gb/ 512gb ssd/ win 11),lenovo,windows,intel,core i3 1305u,u,5,6,intel,integrated,0,8,ddr5,0,512,15.6,Widescreen (16:10),HD+,141.21,0,42,4.35,38991
lenovo thinkpad e16 gen 2 21m5s0nr00 laptop (amd ryzen 5 7535u/ 16gb/ 512gb ssd/ win 11),lenovo,windows,amd,ryzen 5 7535u,u,6,12,amd,integrated,0,16,ddr5,0,512,16,Widescreen (16:10),HD+,141.51,0,63,4.7,51991
lenovo thinkpad e16 gen 2 21mas1lj00 laptop (intel core ultra 7 155h/ 16gb/ 512gb ssd/ win 11),lenovo,windows,intel,core ultra 7 series 1 155h,h,16,22,intel,integrated,0,16,ddr5,0,512,16,Widescreen (16:10),HD+,141.51,0,64,4.05,91990
lenovo thinkpad e16 gen 2 21mas1lh00 laptop (intel core ultra 5 125u/ 16gb/ 512gb ssd/ win 11),lenovo,windows,intel,core ultra 5 processor 125u,u,12,14,intel,integrated,0,16,ddr5,0,512,16,Widescreen (16:10),HD+,141.51,0,57,4.05,72990
lenovo thinkpad e16 gen 2 21m5s0nx00 laptop (amd ryzen 7 7735hs/ 16gb/ 512gb ssd/ win 11),lenovo,windows,amd,ryzen 7 7735hs,hs,8,16,amd,integrated,0,16,ddr5,0,512,16,Widescreen (16:10),HD+,141.51,0,65,4.35,67990
lenovo v15 gen 4 83cca080in laptop (13th gen core i5/ 16gb/ 512gb ssd/ win 11),lenovo,windows,intel,core i5 13420h,h,8,12,intel,integrated,0,16,ddr4,0,512,15.6,Widescreen (16:10),HD+,141.21,0,54,4.75,51991
lenovo thinkbook 14 21kga085in laptop (13th gen core i5/ 8gb/ 512gb ssd/ dos),lenovo,windows,intel,core i5 1335u,u,10,12,intel,integrated,0,8,ddr5,0,512,14,Widescreen (16:10),HD+,161.73,0,54,4.5,59990
lenovo ideapad 5 14irh9 83kx0015inlaptop (13th gen core i5/ 16gb/ 512gb ssd/ win11 home),lenovo,windows,intel,core i5 13420h,h,8,12,intel,integrated,0,16,ddr5,0,512,14,Widescreen (16:10),HD+,161.73,1,59,4.2,70300
lenovo thinkpad t15g 20yss01j00 laptop (11th gen core i9/ 16gb/ 512gb ssd/ win10 pro/ 8gb graph),lenovo,windows,intel,core i9 11950h,h,NULL,NULL,nvidia,geforce rtx 3070,8,16,ddr4,0,512,15.6,Widescreen (16:10),HD+,141.21,0,63,4.05,133500
lenovo ideapad 1 14igl7 82v6009tin laptop (celeron n4020/ 8gb/ 512gb ssd/ win11 home),lenovo,windows,intel,celeron n4020,NULL,2,2,intel,integrated,0,8,ddr4,0,512,14,Widescreen (16:10),SD,111.94,0,44,4.3,25190
lenovo thinkpad x1 carbon gen 12 laptop (intel ultra 7 165u vpro/ 32gb/ 1tb ssd/ win11 pro),lenovo,windows,intel,core ultra 7 165u,u,12,14,intel,integrated,0,32,ddr5,0,1024,14,Widescreen (16:10),HD+,161.73,1,78,4.5,279990
lenovo thinkpad e14 21jrs04700 laptop (amd ryzen 7 7730u/ 16gb/ 512gb ssd/ win11 home),lenovo,windows,amd,ryzen 7 7730u,u,8,16,amd,integrated,0,16,ddr4,0,512,14,Widescreen (16:10),HD+,161.73,0,68,4,65549
lenovo thinkpad e14 21jrs0h300 laptop (amd ryzen 7 7730u/ 16gb/ 512gb ssd/ win11 home),lenovo,windows,amd,ryzen 7 7730u,u,8,16,amd,integrated,0,16,ddr4,0,512,14,Widescreen (16:10),HD+,157.35,0,69,4.5,65990
lenovo thinkpad p15v 21ens0mv00 laptop (amd ryzen 7 pro 6850h/ 32gb/ 1tb ssd/ win11 pro/ 4gb graph),lenovo,windows,amd,ryzen 7 pro 6850h,h,8,16,nvidia,integrated,4,32,ddr5,0,1024,15.6,Widescreen (16:10),HD+,141.21,0,69,4.35,108000
lenovo thinkbook 15 21jf002mev laptop (amd ryzen 3 7330u/ 8 gb/ 512 gb ssd/ dos),lenovo,windows,amd,ryzen 3 7330u,u,4,8,amd,integrated,0,8,NULL,0,512,15.6,Widescreen (16:10),HD+,141.21,0,48,4.35,29900
lenovo thinkpad p14s 21hfs06w00 laptop (13th gen core i7/ 32gb/ 1tb ssd/ win11 pro/ 4gb graphics),lenovo,windows,intel,core i7 1360p,p,12,16,nvidia,rtx a500,4,32,ddr5,0,1024,14,Widescreen (16:10),HD+,161.73,0,74,4.45,145990
lenovo ideapad duet 3 chromebook (snapdragon 7c gen 2/ 8 gb/128 gb emmc/ chrome os),lenovo,chromeos,snapdragon,7c gen 2,NULL,NULL,NULL,NULL,NULL,NULL,8,ddr4,0,0,10.95,Widescreen (16:10),HD+,213,1,35,4.55,24490
lenovo thinkpad x1 carbon 21hns3s200 laptop (13th gen core i7/ 32gb/ 1tb ssd/ win11 pro),lenovo,windows,intel,core i7 1365u,u,10,12,intel,integrated,0,32,ddr5,0,1024,14,Widescreen (16:10),HD+,161.73,0,65,4.05,235000
lenovo thinkpad p16s 21hks04q00 laptop (13th gen core i7/ 32gb/ 1tb ssd/ win11/ nvidia rtx a500 4gb graphics),lenovo,windows,intel,core i7 1360p,p,12,16,nvidia,rtx a500  card,4,32,ddr4,0,1024,16,Widescreen (16:10),HD+,141.51,0,75,4.6,178990
lenovo yoga 7 14iml9 83dj00amin laptop (intel core ultra 5 125h/ 16gb/ 512gb ssd/ win11),lenovo,windows,intel,core ultra 5 series 1 125h,h,14,18,intel,integrated,0,16,ddr5,0,512,14,Widescreen (16:10),HD+,161.73,1,60,4.65,94190
lenovo thinkpad e14 21jks0lh00 laptop (13th gen core i7/ 16gb/ 512gb ssd/ win11),lenovo,windows,intel,core i7 1355u,u,10,12,intel,integrated,0,16,ddr4,0,512,14,Widescreen (16:10),HD+,161.73,0,68,4.5,112990
lenovo thinkpad e14 21jks1fq00 laptop (13th gen core i5/ 16gb/ 512gb ssd/ win11 home),lenovo,windows,intel,core i5 1335u,u,10,12,intel,integrated,0,16,ddr4,0,512,14,Widescreen (16:10),HD+,161.73,0,57,4.75,68990
lenovo thinkpad p16s gen2 21hks04w00 laptop (13th gen core i7/ 16gb/ 1tb ssd/ win11 pro),lenovo,windows,intel,core i7 1360p,p,12,16,intel,integrated,0,16,ddr4,0,1024,16,Widescreen (16:10),HD+,141.51,0,70,4.2,122999
lenovo ideapad slim 3 82ku024gin laptop (amd ryzen 7 5700u/ 16gb/ 512gb ssd/ win11 home),lenovo,windows,amd,ryzen 7 5700u,u,8,16,amd,integrated,0,16,ddr4,0,512,15.6,Widescreen (16:10),HD+,141.21,0,63,4,45990
lenovo thinkpad p14s 21hfs06x00 laptop (13th gen core i7/ 16gb/ 1tb ssd/ win11 pro),lenovo,windows,intel,core i7 1360p,p,12,16,intel,integrated,0,16,ddr5,0,1024,14,Widescreen (16:10),HD+,161.73,0,69,4.2,110990
lenovo thinkpad p16s 21k9s00c00 laptop (amd ryzen 7 pro 7840u/ 32gb/ 1tb ssd/ win11 pro),lenovo,windows,amd,ryzen 7 7840u,u,8,16,amd,integrated,0,32,ddr5,0,1024,16,Widescreen (16:10),HD+,141.51,0,71,4.65,107490
lenovo thinkpad e14 21jks0x900 laptop (13th gen core i5/ 16gb/ 1tb ssd/ win11 home),lenovo,windows,intel,core i5 1335u,u,10,12,intel,integrated,0,16,ddr4,0,1024,14,Widescreen (16:10),HD+,161.73,0,66,4.3,74990
lenovo ideapad slim 5 82xf007fin laptop (13th gen core i7/ 16gb ram/ 1tb ssd/ win 11),lenovo,windows,intel,core i7 13700h,h,14,20,intel,integrated,0,16,ddr5,0,1024,16,Widescreen (16:10),HD+,141.51,0,59,4,79999
lenovo ideapad 3 11igl05 82ba0029ha chromebook laptop (intel celeron n4020 / 4gb/ 64gb emmc/ chrome os),lenovo,chromeos,intel,celeron n4020,NULL,2,2,intel,integrated,0,4,ddr4,0,0,11.6,Widescreen (16:10),SD,135.09,0,33,4.5,15600
lenovo thinkpad e14 21jks1ct00 laptop (13th gen core i7/ 16gb/ 1tb ssd/ win11 home),lenovo,windows,intel,core i7 1355u,u,10,12,intel,integrated,0,16,ddr4,0,1024,14,Widescreen (16:10),HD+,161.73,0,66,4.3,93599
lenovo thinkpad p14s 21k5s00f00 laptop (amd ryzen 7 pro 7840u/ 32gb/ 1tb ssd/ win11 pro),lenovo,windows,amd,ryzen 7 7840u,u,8,16,amd,integrated,0,32,ddr5,0,1024,14,Widescreen (16:10),HD+,161.73,0,73,4.65,102000
lenovo thinkpad e14 21jks1ft00 laptop (13th gen core i7/ 16gb/ 512gb ssd/ win11 home),lenovo,windows,intel,core i7 1355u,u,10,12,intel,integrated,0,16,ddr4,0,512,14,Widescreen (16:10),HD+,161.73,0,65,4.7,87990
lenovo ideapad 1 15igl7 82v700hrin laptop (celeron n4020/ 8gb/ 512gb ssd/ win11 home),lenovo,windows,intel,celeron n4020,NULL,2,2,intel,integrated,0,8,ddr4,0,512,15.6,Widescreen (16:10),SD,100.45,0,47,4.5,24990
lenovo ideapad flex 5 14iau7 82r700c2in laptop (12th gen core i5/ 16gb/ 512gb ssd/ win11 home),lenovo,windows,intel,core i5 1235u,u,10,12,intel,integrated,0,16,ddr4,0,512,14,Widescreen (16:10),HD+,161.73,0,61,4.25,69000
lenovo loq 15iax9i 83fq000ein gaming laptop (12th gen core i5/ 8gb/ 512gb ssd/ win11/ 4gb graph),lenovo,windows,intel,core i5 12450hx,hx,8,12,NULL,NULL,NULL,8,ddr5,0,512,15.6,Widescreen (16:10),HD+,141.21,0,61,4.25,49990
lenovo yoga 7 14irl8 oled 82yl0096in laptop (13th gen core i7/ 16gb/ 1tb ssd/ win11 home),lenovo,windows,intel,core i7 1360p,p,12,16,amd,integrated,0,16,ddr5,0,1024,14,Widescreen (16:10),HD+,161.73,1,69,4.25,102990
lenovo ideapad pro 5 83d4002pin gaming laptop (intel core ultra 9 185h/ 32gb/ 1tb ssd/ win11/ 6gb graph),lenovo,windows,intel,core ultra 9 series 1 185h,h,16,22,nvidia,geforce rtx 4050,6,32,ddr5,0,1024,16,Widescreen (16:10),HD+,150.94,0,72,4,150990
lenovo thinkpad e14 21jrs00d00 laptop (amd ryzen 5 7530u/ 8gb/ 512gb ssd/ win11),lenovo,windows,amd,ryzen 5 7530u,u,6,12,amd,integrated,0,8,ddr4,0,512,14,Widescreen (16:10),HD+,161.73,0,63,4,48399
lenovo thinkpad e14 g4 21e3s06c00 laptop (12th gen core i5/ 8gb/ 512gb ssd/ win11 pro),lenovo,windows,intel,core i5 1235u,u,10,12,intel,integrated,0,8,ddr4,0,512,14,Widescreen (16:10),HD+,157.35,0,59,4.45,78999
lenovo thinkpad e14 21e3s06500 laptop (12th gen core i5/ 16gb/ 512gb ssd/ dos),lenovo,windows,intel,core i5 1235u,u,10,12,NULL,NULL,NULL,16,ddr4,0,512,14,Widescreen (16:10),HD+,157.35,0,60,4.05,67750
lenovo ideapad slim 3 82rk00wyin laptop (12th gen core i3/ 8gb/ 512gb ssd/ win11),lenovo,windows,intel,core i3 1215u,u,6,8,intel,integrated,0,8,ddr4,0,512,15.6,Widescreen (16:10),HD+,141.21,0,54,4.35,41500
lenovo ideapad 3 15iau7 82rk011gin laptop (12th gen core i7/ 8gb/ 512gb ssd/ win11 home),lenovo,windows,intel,core i7 1255u,u,10,12,intel,integrated,0,8,ddr4,0,512,15.6,Widescreen (16:10),HD+,141.21,0,55,4.6,63990
lenovo loq 83dv00hbin gaming laptop (13th gen core i7/ 16gb/ 1tb ssd/ win11/ 6gb graph),lenovo,windows,intel,core i7 13650hx,hx,14,NULL,nvidia,geforce rtx 4050,6,16,ddr5,0,1024,15.6,Widescreen (16:10),HD+,141.21,0,69,4.45,92269
lenovo loq 15iax9i 83fq002qin gaming laptop (12th gen core i5/ 8gb/ 512gb ssd/ win11/ 4gb graph),lenovo,windows,intel,core i5 12450hx,hx,8,12,intel,integrated,4,8,ddr5,0,512,15.6,Widescreen (16:10),HD+,141.21,0,61,4.6,52990
lenovo ideapad slim 5 82xe007ein laptop (amd ryzen 7 7730u/ 16 gb ram/ 1tb ssd/ win 11),lenovo,windows,amd,ryzen 7 7730u,u,8,16,amd,integrated,0,16,ddr4,0,1024,14,Widescreen (16:10),HD+,161.73,0,63,4.3,65190
lenovo thinkpad e14 20yes00g00 laptop (amd ryzen 7 5800u/ 8gb/ 512gb ssd/ win10),lenovo,windows,amd,ryzen 7 5800u,u,8,16,amd,integrated,0,8,ddr4,0,512,14,Widescreen (16:10),HD+,157.35,0,61,4.75,89990
lenovo thinkbook 15 g5 21jfa02nin laptop (amd ryzen 7 7730u/ 16gb/ 512gb ssd/ win11),lenovo,windows,amd,ryzen 7 7730u,u,8,16,amd,integrated,0,16,ddr4,0,512,15.6,Widescreen (16:10),HD+,141.21,0,65,4,47990
lenovo thinkbook 15 g5 21jfa02lin laptop (amd ryzen 7 7730u/ 16gb/ 512gb ssd/ win11),lenovo,windows,amd,ryzen 7 7730u,u,8,16,amd,integrated,0,16,ddr4,0,512,15.6,Widescreen (16:10),HD+,141.21,0,65,4.7,62990
lenovo legion pro 5 83df003nin gaming laptop (14th gen core i7/ 16gb/ 1tb ssd/ win11/ 8gb graph),lenovo,windows,intel,core i7 14650hx,hx,16,24,nvidia,geforce rtx 4060,8,16,ddr5,0,1024,16,Widescreen (16:10),3K+,188.68,0,79,4.35,153990
lenovo ideapad 3 81x800k6in laptop (11th gen core i3/ 8gb/ 512gb ssd/ win11 home),lenovo,windows,intel,core i3 1115g4,NULL,2,4,intel,integrated,0,8,ddr4,0,512,15.6,Widescreen (16:10),HD+,141.21,0,56,4.45,33990
lenovo loq 15irx9 83dv00hain gaming laptop (13th gen core i7/ 16gb/ 1tb ssd/ win11/ 6gb graph),lenovo,windows,intel,core i7 13650hx,hx,14,NULL,nvidia,geforce rtx 4050,6,16,ddr5,0,1024,15.6,Widescreen (16:10),HD+,141.21,0,69,4.75,95990
lenovo thinkpad e14 21jks0x800 laptop (13th gen core i5/ 16gb/ 512gb ssd/ win11 home),lenovo,windows,intel,core i5 1335u,u,10,12,intel,integrated,0,16,ddr4,0,512,14,Widescreen (16:10),HD+,161.73,0,64,4.3,74990
lenovo thinkpad p14s 21k5s00700 laptop (amd ryzen 7 pro 7840u/ 32gb/ 512gb ssd/ win11 pro),lenovo,windows,amd,ryzen 7 7840u,u,8,16,amd,integrated,0,32,ddr5,0,512,14,Widescreen (16:10),HD+,161.73,0,72,4.1,109990
lenovo thinkpad e14 20yes00k00 laptop (amd ryzen 7 5800u/ 16gb/ 512gb ssd/ win10),lenovo,windows,amd,ryzen 7 5800u,u,8,16,amd,integrated,0,16,ddr4,0,512,14,Widescreen (16:10),HD+,157.35,0,62,4.3,79999
lenovo ideapad gaming 3 82k2025xin laptop (amd ryzen 5 5600h/ 16gb/ 512gb ssd/ win11 home/ 4gb graph),lenovo,windows,amd,ryzen 5 5600h,h,6,12,nvidia,geforce gtx 1650,4,16,ddr4,0,512,15.6,Widescreen (16:10),HD+,141.21,0,66,4.45,49990
lenovo thinkpad p14s 21hf001eig laptop (13th gen core i7/ 16gb/ 512gb ssd/ win11 pro),lenovo,windows,intel,core i7 1360p,p,12,16,nvidia,rtx a500,4,16,ddr5,0,512,14,Widescreen (16:10),HD+,161.73,0,71,4.3,129990
lenovo thinkpad p14s 21hf001fig laptop (13th gen core i7/ 16gb/ 512gb ssd/ win11 pro/ 4gb graphics),lenovo,windows,intel,core i7 1360p,p,12,16,nvidia,rtx a500,4,16,ddr5,0,512,14,Widescreen (16:10),HD+,161.73,0,72,4.7,129990
lenovo thinkpad e16 g1 21jn004dig laptop (13th gen core i3/ 8gb/ 512gb ssd/ dos),lenovo,windows,intel,core i3 1315u,u,6,8,intel,integrated,0,8,ddr4,0,512,16,Widescreen (16:10),HD+,137.68,0,54,4.75,53990
